epoch: 1001, RMS: 0.12379116553240538
epoch: 2002, RMS: 0.12087047924519127
epoch: 3003, RMS: 0.13177426332785577
epoch: 4004, RMS: 0.13274228466131632
epoch: 5005, RMS: 0.1258456150659537
epoch: 6006, RMS: 0.12658511186114998
epoch: 7007, RMS: 0.1246838218519935
epoch: 8008, RMS: 0.13325743164681086
epoch: 9009, RMS: 0.12728967326606583
epoch: 10010, RMS: 0.12062859222119447
epoch: 11011, RMS: 0.13035997350624737
epoch: 12012, RMS: 0.13419974616167737
epoch: 13013, RMS: 0.13160029999439177
epoch: 14014, RMS: 0.12738005943334335
epoch: 15015, RMS: 0.12708720019561973
epoch: 16016, RMS: 0.1307194159656226
epoch: 17017, RMS: 0.1266460036952494
epoch: 18018, RMS: 0.13109458361212178
epoch: 19019, RMS: 0.13161252380761024
epoch: 20020, RMS: 0.12489144622912915
epoch: 21021, RMS: 0.12516983971100465
epoch: 22022, RMS: 0.1400010336618901
epoch: 23023, RMS: 0.1254795059039979
epoch: 24024, RMS: 0.12906689716517492
epoch: 25025, RMS: 0.13257130846496396
epoch: 26026, RMS: 0.12428232219834032
epoch: 27027, RMS: 0.13111923805910297
epoch: 28028, RMS: 0.13004438536378657
epoch: 29029, RMS: 0.13313062449630053
epoch: 30030, RMS: 0.1365891733102054
epoch: 31031, RMS: 0.12541379047398774
epoch: 32032, RMS: 0.12385685974806172
epoch: 33033, RMS: 0.12342137073091163
epoch: 34034, RMS: 0.12918683079144977
epoch: 35035, RMS: 0.1308668941895119
epoch: 36036, RMS: 0.12347383201950274
epoch: 37037, RMS: 0.12457639012706087
epoch: 38038, RMS: 0.12691093894875682
epoch: 39039, RMS: 0.13033112238690733
epoch: 40040, RMS: 0.11882800163199041
epoch: 41041, RMS: 0.12038633623366896
epoch: 42042, RMS: 0.13520697914483368
epoch: 43043, RMS: 0.1284893870321613
epoch: 44044, RMS: 0.1279888390284373
