epoch: 1001, RMS: 0.2055680762104439
epoch: 2002, RMS: 0.2009362817675155
epoch: 3003, RMS: 0.20566318926004887
epoch: 4004, RMS: 0.21351152754413838
epoch: 5005, RMS: 0.2137052986898755
epoch: 6006, RMS: 0.19589418582560064
epoch: 7007, RMS: 0.2142359427452595
epoch: 8008, RMS: 0.20883578561657395
epoch: 9009, RMS: 0.20805359828661132
epoch: 10010, RMS: 0.18414676150423262
